date,ville,latitude,longitude,descr_cat_veh,descr_agglo,descr_athmo,descr_lum,descr_etat_surf,age,place,descr_dispo_secu,descr_grav
9547,7413,49.1333,6.45,0,1,3,3,7,42,0,14,2
10419,3451,49.1333,6.16667,0,1,3,4,7,13,3,7,2
10419,3451,49.1333,6.16667,0,1,3,4,7,27,0,7,2
11006,781,45.9167,6.65,0,1,3,4,7,50,0,14,2
11036,4058,46.1167,6.1,0,1,3,4,7,76,0,14,2
11036,4058,46.1167,6.1,2,1,3,4,7,44,0,11,2
14519,6571,43.4833,-1.46667,2,1,3,4,7,36,0,11,2
16098,2422,43.3667,-1.43333,0,1,3,4,7,23,0,7,2
16098,2422,43.3667,-1.43333,0,1,3,4,7,36,0,14,2
15036,7153,45.6333,6.3,1,1,3,4,7,39,0,14,2
10327,3275,48.45,5.8,0,1,4,4,6,26,0,14,2
10327,3275,48.45,5.8,0,1,4,4,6,20,1,14,2
10327,3275,48.45,5.8,0,1,4,4,6,36,0,14,2
12640,461,48.9667,0.933333,0,1,5,4,6,55,0,14,2
12640,461,48.9667,0.933333,0,1,5,4,6,40,0,14,2
5798,2519,48.0,0.2,2,1,3,1,7,22,0,11,2
5798,2519,48.0,0.2,2,1,3,1,7,29,0,11,2
9214,4331,42.5667,2.96667,0,1,3,4,7,53,0,14,2
7718,887,48.7667,7.35,2,1,7,4,7,45,0,11,2
7718,887,48.7667,7.35,2,1,7,4,7,48,0,11,2
16421,6761,43.2667,6.63333,0,1,3,3,7,51,0,14,2
16421,6761,43.2667,6.63333,2,1,3,3,7,38,0,11,2
12417,6334,48.3667,4.0,0,1,3,4,7,45,0,14,2
868,7909,45.6667,4.78333,0,1,5,3,8,62,0,7,2
863,1426,45.9,4.83333,0,1,0,3,8,37,0,14,2
863,1426,45.9,4.83333,0,1,0,3,8,31,0,14,2
864,2972,45.9167,4.7,0,1,0,3,8,27,0,14,2
15042,7721,42.5833,2.83333,0,1,3,4,7,48,0,14,2
15718,4461,42.6833,2.88333,0,1,3,3,7,29,0,14,2
14916,5132,42.7667,2.86667,0,1,3,3,7,25,0,14,2
17312,5213,44.0334,-0.3225,0,1,3,4,7,58,0,14,2
12876,4244,43.9,1.41667,0,1,3,4,7,32,0,14,2
14347,6335,48.05,1.98333,0,1,3,4,7,74,0,14,2
14939,3987,47.8,1.03333,0,1,3,4,7,50,2,14,2
8108,4512,48.25,0.116667,2,1,3,4,7,36,0,11,2
16582,3131,44.4167,-0.675,2,1,3,4,7,33,0,11,2
15779,6726,43.5,0.85,0,1,3,4,7,49,0,14,2
15779,6726,43.5,0.85,0,1,3,4,7,81,0,14,2
9241,2030,45.6167,5.23333,0,1,3,3,7,23,0,14,2
9241,2030,45.6167,5.23333,0,1,3,3,7,40,0,14,2
13479,4155,47.8667,-0.1,2,1,3,4,7,29,0,11,2
16336,3791,48.3823,-0.524167,0,1,3,4,7,29,0,14,2
16336,3791,48.3823,-0.524167,0,1,3,4,7,19,0,14,2
16182,5715,48.3167,-0.033333,2,1,3,4,7,22,0,11,2
1142,3006,44.6667,5.7,0,1,7,4,7,37,0,7,2
366,2843,44.7667,4.85,0,1,2,4,3,49,0,14,2
15817,1265,47.8833,6.4,0,1,3,4,7,52,0,14,2
7028,2291,43.1,2.61667,2,1,3,4,7,31,0,11,2
8185,678,48.8,6.15,0,1,3,4,7,63,0,14,2
8185,678,48.8,6.15,2,1,3,4,7,55,0,11,2
4112,1461,45.1,4.83333,2,1,3,4,7,38,0,11,2
3603,2951,48.8667,2.11667,0,1,3,1,7,56,0,14,2
16760,6533,48.3,4.11667,0,1,3,4,7,27,0,14,2
18297,1378,42.4095,8.64862,2,1,3,4,7,34,0,11,2
18297,1378,42.4095,8.64862,2,1,3,4,7,24,0,11,2
12989,505,45.75,-0.816667,2,1,3,3,7,16,0,11,2
16706,4281,48.55,7.71667,0,1,3,3,7,38,0,14,2
16706,4281,48.55,7.71667,0,1,3,3,7,65,1,14,2
16050,4120,48.45,7.66667,0,1,0,4,6,22,0,14,2
16050,4120,48.45,7.66667,0,1,0,4,6,39,0,14,2
14556,790,43.9667,4.18333,0,1,3,4,7,56,0,8,2
15696,3500,43.7833,4.3,0,1,3,4,7,24,0,14,2
12746,6863,46.75,4.65,2,1,3,4,7,55,0,11,2
16208,7059,48.3833,1.46667,2,1,3,4,7,49,0,14,2
5674,1350,43.45,3.75,0,1,3,4,7,38,0,14,2
5674,1350,43.45,3.75,0,1,3,4,7,38,0,14,2
4288,7356,43.6667,4.06667,0,1,3,3,7,23,0,14,2
18803,2616,47.9167,6.48333,0,1,3,3,7,20,1,14,2
15327,4676,47.2,5.26667,0,1,3,4,7,54,0,14,2
6893,6438,49.2167,2.45,2,1,3,3,6,21,0,11,2
12689,6230,43.7333,1.38333,0,1,3,4,7,22,0,14,2
12689,6230,43.7333,1.38333,0,1,3,4,7,58,0,14,2
2468,5716,46.85,3.4,0,1,3,4,7,47,0,14,2
17910,3058,46.8833,3.15,0,1,3,4,7,50,0,14,2
18235,1891,48.5,7.56667,0,1,3,4,7,28,0,14,2
8857,1551,49.1833,2.41667,0,1,3,4,7,22,0,14,2
17714,2237,43.1167,0.85,2,1,5,3,6,50,0,11,2
19435,5930,44.5167,2.81667,2,1,3,4,7,41,0,11,2
21120,7573,49.1667,4.15,2,1,3,4,7,42,0,11,2
11912,2030,45.6167,5.23333,2,1,3,4,7,17,0,11,2
7429,6323,48.0167,3.16667,0,1,3,3,7,57,0,14,2
13221,5613,48.7833,-0.016667,0,1,3,4,7,82,0,14,2
5859,2752,48.1,-3.78333,0,1,3,4,7,74,0,14,2
17359,7336,49.2745,1.21028,0,1,3,4,7,34,0,14,2
17960,1156,49.4167,0.316667,2,1,5,4,6,25,0,11,2
17030,930,45.1833,5.61667,0,1,3,4,7,21,0,14,2
16007,4316,45.4167,5.46667,0,1,4,4,6,64,0,14,2
16098,3484,50.1,1.71667,0,1,3,4,7,49,1,14,2
10713,4380,48.8352,2.4458,2,0,3,4,7,38,0,11,1
9522,4376,48.8722,2.3124,2,0,3,4,7,25,0,11,1
2611,7141,43.6,1.43333,6,0,3,1,7,21,0,3,1
411,6912,48.5833,7.75,6,0,3,4,7,16,0,13,1
1092,6912,48.5833,7.75,0,0,1,1,6,36,0,14,1
2952,4403,43.3,-0.366667,0,0,4,4,6,47,0,14,1
4211,1753,43.3583,-1.775,0,0,3,1,7,36,0,14,1
4211,1753,43.3583,-1.775,0,0,3,1,7,37,0,14,1
6507,8,43.4833,-1.48333,0,0,3,4,7,22,0,14,1
4889,6979,43.2333,0.083333,0,0,3,4,7,57,0,14,1
4889,6979,43.2333,0.083333,0,0,3,4,7,12,0,14,1
4889,6979,43.2333,0.083333,0,0,3,4,7,36,2,14,1
4889,6979,43.2333,0.083333,0,0,3,4,7,55,0,14,1
4494,7256,48.3,4.08333,0,0,3,1,7,37,0,14,1
4494,7256,48.3,4.08333,5,0,3,1,7,36,1,14,1
393,5976,48.2833,6.95,0,0,3,4,7,37,1,14,1
5013,886,45.1333,5.71667,0,0,3,4,7,38,0,14,1
11852,4380,48.8352,2.4458,2,0,3,4,7,40,0,11,1
13052,4382,48.8296,2.3267,0,0,3,4,7,37,0,14,1
13052,4382,48.8296,2.3267,0,0,3,4,7,38,0,14,1
13326,4381,48.8283,2.3627,0,0,3,2,7,35,1,14,1
14264,4380,48.8352,2.4458,0,0,3,4,7,19,1,11,1
14264,4380,48.8352,2.4458,2,0,3,4,7,20,0,11,1
9579,1477,43.7,-0.816667,2,0,3,4,7,50,0,11,1
9213,2904,43.3167,-0.4,0,0,3,4,7,22,0,7,1
10514,7138,43.1167,5.93333,2,0,3,4,7,35,0,11,1
10176,7138,43.1167,5.93333,2,0,3,4,7,54,0,11,1
1614,3451,49.1333,6.16667,0,0,4,4,6,7,2,12,1
1703,7056,49.3667,6.16667,0,0,3,0,7,28,0,14,1
1004,8013,49.3589,6.18862,0,0,3,0,6,41,0,14,1
1004,8013,49.3589,6.18862,0,0,3,0,6,60,0,14,1
5872,359,47.2833,5.0,2,0,3,1,7,20,0,11,1
11394,762,47.3167,5.01667,6,0,3,0,7,18,0,4,1
10634,762,47.3167,5.01667,2,0,3,4,7,21,0,11,1
10634,762,47.3167,5.01667,2,0,3,4,7,18,1,11,1
11569,762,47.3167,5.01667,0,0,3,4,7,25,0,14,1
7356,4095,48.0295,5.34528,1,0,3,4,7,20,0,14,1
5364,863,51.05,2.36667,2,0,3,4,7,19,0,11,1
5003,2907,50.6167,3.01667,0,0,3,4,7,2,1,14,1
5003,2907,50.6167,3.01667,0,0,3,4,7,24,0,14,1
5958,3451,49.1333,6.16667,0,0,3,4,7,57,0,14,1
5958,3451,49.1333,6.16667,0,0,3,4,7,21,0,14,1
5006,4568,43.5667,1.3,0,0,3,4,7,49,0,14,1
10596,850,48.7333,1.36667,0,0,3,4,7,65,0,14,1
10326,946,49.05,3.95,2,0,5,4,6,23,0,11,1
14588,4381,48.8283,2.3627,0,0,3,1,7,32,0,7,1
14588,4381,48.8283,2.3627,0,0,3,1,7,42,2,7,1
15087,4375,48.8567,2.3208,2,0,3,4,7,36,0,11,1
15087,4375,48.8567,2.3208,2,0,3,4,7,51,0,11,1
15889,4377,48.876,2.3375,2,0,3,4,7,41,0,11,1
16826,4387,48.8817,2.3834,0,0,3,4,7,52,0,14,1
10266,7141,43.6,1.43333,2,0,4,4,6,20,0,11,1
13692,3610,43.8833,-0.5,0,1,3,4,7,48,0,14,1
13692,3610,43.8833,-0.5,0,1,3,4,7,48,0,14,1
6650,116,47.3139,5.50889,2,1,5,4,6,14,0,11,1
51,1191,48.9667,1.86667,0,1,3,3,7,22,2,14,1
51,1191,48.9667,1.86667,0,1,3,3,7,26,1,14,1
371,1191,48.9667,1.86667,0,1,3,0,7,71,0,14,1
371,1191,48.9667,1.86667,0,1,3,0,7,24,0,14,1
393,7188,48.7833,2.0,0,1,3,4,6,52,0,14,1
393,7188,48.7833,2.0,0,1,3,4,6,37,0,14,1
393,7188,48.7833,2.0,0,1,3,4,6,26,0,14,1
1518,3307,48.9167,1.85,0,1,5,0,6,27,0,14,1
1836,2478,48.825,2.125,0,1,6,4,7,58,0,14,1
1836,2478,48.825,2.125,0,1,6,4,7,24,0,14,1
1949,7533,48.9833,1.98333,2,1,3,0,7,26,0,11,1
1181,2519,48.0,0.2,0,1,3,1,6,54,1,14,1
1181,2519,48.0,0.2,0,1,3,1,6,76,3,14,1
1472,2298,47.8833,0.233333,0,1,3,4,7,51,0,14,1
6413,7138,43.1167,5.93333,0,1,5,3,6,47,0,14,1
6413,7138,43.1167,5.93333,0,1,5,3,6,39,1,14,1
3181,3490,47.9667,3.51667,0,1,3,3,7,51,0,14,1
8478,5860,43.9333,4.55,0,1,3,4,7,68,0,14,1
7400,1839,50.5667,3.0,0,1,3,4,7,53,0,14,1
12782,7683,47.6167,1.31667,0,1,3,4,7,20,0,14,1
7314,6640,45.2833,5.55,0,1,3,4,7,65,0,14,1
6737,1027,45.5167,4.96667,0,1,3,4,7,55,0,14,1
7191,5254,45.3667,4.81667,0,1,3,4,7,59,0,14,1
7191,5254,45.3667,4.81667,0,1,3,4,7,67,0,14,1
9947,6686,43.9442,5.38389,0,1,3,4,7,48,0,14,1
10419,3451,49.1333,6.16667,0,1,3,4,7,7,2,7,1
10419,3451,49.1333,6.16667,0,1,3,4,7,37,0,7,1
10419,3451,49.1333,6.16667,0,1,3,4,7,35,1,7,1
11006,781,45.9167,6.65,0,1,3,4,7,72,0,14,1
11036,4058,46.1167,6.1,0,1,3,4,7,44,0,14,1
13432,7288,43.3583,-1.7,0,1,3,4,7,19,0,14,1
13432,7288,43.3583,-1.7,0,1,3,4,7,56,0,14,1
14519,6571,43.4833,-1.46667,0,1,3,4,7,55,0,14,1
14519,6571,43.4833,-1.46667,0,1,3,4,7,70,0,14,1
15654,1024,43.2167,-0.55,0,1,3,4,7,45,0,14,1
15654,1024,43.2167,-0.55,0,1,3,4,7,81,0,14,1
15654,1024,43.2167,-0.55,6,1,3,4,7,46,0,11,1
14344,7138,43.1167,5.93333,2,1,3,4,7,32,0,11,1
13754,3808,47.2167,0.066667,2,1,3,4,7,26,0,11,1
10350,3008,48.25,4.26667,0,1,4,4,2,75,0,14,1
10350,3008,48.25,4.26667,0,1,4,4,2,19,1,14,1
10350,3008,48.25,4.26667,0,1,4,4,2,59,0,14,1
10350,3008,48.25,4.26667,0,1,4,4,2,22,1,14,1
13864,7603,43.7667,0.3,1,1,7,4,7,44,0,14,1
12417,6334,48.3667,4.0,0,1,3,4,7,59,0,14,1
10747,6912,48.5833,7.75,0,1,3,4,7,31,0,14,1
1263,7263,45.4833,4.8,0,1,6,3,6,32,0,14,1
1263,7263,45.4833,4.8,0,1,6,3,6,41,0,14,1
868,7909,45.6667,4.78333,0,1,5,3,8,23,0,7,1
866,2833,45.8667,4.75,0,1,0,3,8,46,0,14,1
2131,7009,45.6167,4.81667,0,1,3,4,7,67,0,14,1
2131,7009,45.6167,4.81667,0,1,3,4,7,83,1,14,1
864,2972,45.9167,4.7,0,1,0,3,8,38,1,14,1
864,2972,45.9167,4.7,0,1,0,3,8,32,0,14,1
864,2972,45.9167,4.7,0,1,0,3,8,43,0,14,1
14916,5132,42.7667,2.86667,0,1,3,3,7,46,0,14,1
17171,2845,42.6167,2.76667,0,1,3,4,7,21,0,14,1
17171,2845,42.6167,2.76667,0,1,3,4,7,25,0,14,1
16228,4461,42.6833,2.88333,1,1,3,4,7,20,0,8,1
18312,1780,44.0,-0.016667,0,1,3,4,7,34,0,14,1
17312,5213,44.0334,-0.3225,0,1,3,4,7,19,0,14,1
17312,5213,44.0334,-0.3225,0,1,3,4,7,33,0,14,1
11374,4567,44.7083,0.566667,0,1,3,4,7,25,0,14,1
14939,3987,47.8,1.03333,0,1,3,4,7,42,1,14,1
14939,3987,47.8,1.03333,0,1,3,4,7,35,0,14,1
8975,1639,47.8833,0.133333,0,1,3,4,7,20,0,14,1
8975,1639,47.8833,0.133333,0,1,3,4,7,31,0,14,1
15779,6726,43.5,0.85,0,1,3,4,7,36,0,14,1
10531,2519,48.0,0.2,2,1,3,4,7,56,0,11,1
10043,6636,45.6333,5.11667,0,1,3,3,7,26,0,14,1
9241,2030,45.6167,5.23333,0,1,3,3,7,40,0,14,1
16863,3089,46.9673,6.42028,0,1,3,4,7,52,0,14,1
14543,5104,47.4667,5.63333,0,1,3,4,7,46,0,14,1
7028,2291,43.1,2.61667,0,1,3,4,7,76,0,14,1
7028,2291,43.1,2.61667,2,1,3,4,7,29,1,11,1
7028,2291,43.1,2.61667,2,1,3,4,7,31,0,11,1
8261,2356,48.65,6.23333,6,1,3,4,7,62,0,11,1
8261,2356,48.65,6.23333,6,1,3,4,7,46,0,11,1
8185,678,48.8,6.15,0,1,3,4,7,63,1,14,1
13359,756,48.85,6.06667,2,1,3,4,7,42,0,11,1
4206,3691,44.5667,4.75,2,1,3,3,7,19,1,11,1
2989,2478,48.825,2.125,2,1,3,4,6,51,0,11,1
3603,2951,48.8667,2.11667,0,1,3,1,7,40,0,14,1
6307,3691,44.5667,4.75,0,1,3,4,7,57,1,14,1
6307,3691,44.5667,4.75,0,1,3,4,7,26,0,14,1
16760,6533,48.3,4.11667,0,1,3,4,7,35,1,14,1
16760,6533,48.3,4.11667,0,1,3,4,7,19,2,14,1
17845,4402,42.6975,9.36195,0,1,3,4,7,22,0,14,1
14102,5149,45.9333,-0.983333,0,1,3,4,7,60,1,14,1
16706,4281,48.55,7.71667,0,1,3,3,7,65,0,14,1
16706,4281,48.55,7.71667,5,1,3,3,7,33,1,14,1
16706,4281,48.55,7.71667,5,1,3,3,7,25,0,14,1
13527,3366,46.8167,4.73333,0,1,3,4,7,33,0,14,1
13527,3366,46.8167,4.73333,0,1,3,4,7,57,0,14,1
17500,4404,48.0333,2.8,6,1,3,4,7,42,0,1,1
15682,6200,43.3833,-1.66667,0,1,6,4,7,27,4,14,1
15682,6200,43.3833,-1.66667,0,1,6,4,7,21,2,14,1
15682,6200,43.3833,-1.66667,0,1,6,4,7,54,0,14,1
15682,6200,43.3833,-1.66667,0,1,6,4,7,17,3,14,1
15682,6200,43.3833,-1.66667,0,1,6,4,7,60,0,14,1
15682,6200,43.3833,-1.66667,0,1,6,4,7,26,1,14,1
16486,6200,43.3833,-1.66667,2,1,5,4,7,17,0,11,1
17715,5269,49.5833,2.78333,0,1,3,3,7,25,1,14,1
5765,7234,48.9833,2.0,0,1,3,4,7,55,0,14,1
18803,2616,47.9167,6.48333,0,1,3,3,7,22,3,14,1
2468,5716,46.85,3.4,0,1,3,4,7,49,0,14,1
2468,5716,46.85,3.4,1,1,3,4,7,25,0,14,1
17910,3058,46.8833,3.15,0,1,3,4,7,66,0,14,1
18235,1891,48.5,7.56667,0,1,3,4,7,47,0,14,1
18048,6912,48.5833,7.75,0,1,3,4,7,53,0,14,1
18048,6912,48.5833,7.75,0,1,3,4,7,28,1,14,1
19301,7444,44.45,2.2,0,1,3,4,7,45,0,14,1
19301,7444,44.45,2.2,0,1,3,4,7,42,0,14,1
19301,7444,44.45,2.2,0,1,3,4,7,50,0,14,1
19435,5930,44.5167,2.81667,2,1,3,4,7,45,0,11,1
8785,6476,45.0667,5.25,0,1,5,4,2,59,0,14,1
12851,7537,45.4333,4.88333,0,1,3,4,7,36,0,14,1
11948,5625,45.5667,4.85,0,1,3,4,7,26,0,14,1
12042,7623,45.5167,4.86667,0,1,3,1,7,30,0,14,1
11784,7623,45.5167,4.86667,0,1,3,4,7,38,0,14,1
11784,7623,45.5167,4.86667,0,1,3,4,7,10,4,14,1
11784,7623,45.5167,4.86667,0,1,3,4,7,50,0,14,1
11784,7623,45.5167,4.86667,0,1,3,4,7,50,0,14,1
7429,6323,48.0167,3.16667,0,1,3,3,7,36,0,14,1
5859,2752,48.1,-3.78333,0,1,3,4,7,29,0,14,1
17359,7336,49.2745,1.21028,0,1,3,4,7,35,0,14,1
17359,7336,49.2745,1.21028,0,1,3,4,7,21,1,14,1
17960,1156,49.4167,0.316667,0,1,5,4,6,28,0,14,1
17030,930,45.1833,5.61667,0,1,3,4,7,41,0,14,1
17030,930,45.1833,5.61667,0,1,3,4,7,19,0,14,1
11640,4591,48.5333,-2.78333,0,1,3,4,7,64,0,14,1
11640,4591,48.5333,-2.78333,2,1,3,4,7,15,0,11,1
11640,4591,48.5333,-2.78333,2,1,3,4,7,16,0,11,1
15123,5562,48.1981,3.28389,0,1,3,4,7,77,0,14,1
6333,6434,48.5833,2.11667,0,1,3,3,7,37,0,14,0
6333,6434,48.5833,2.11667,0,1,3,3,7,52,0,7,0
7406,3668,46.6667,4.36667,0,0,3,4,7,19,0,14,0
7406,3668,46.6667,4.36667,0,0,3,4,7,22,0,14,0
7406,3668,46.6667,4.36667,2,0,3,4,7,18,0,0,0
635,2951,48.8667,2.11667,0,0,3,4,7,31,0,14,0
1541,7755,48.95,2.0,0,0,5,4,6,22,0,14,0
1541,7755,48.95,2.0,0,0,5,4,6,59,0,14,0
4611,5874,48.5167,-2.78333,0,0,3,4,7,36,0,14,0
4611,5874,48.5167,-2.78333,0,0,3,4,7,27,0,14,0
13885,7602,43.3833,0.05,0,0,3,4,7,63,0,14,0
11434,5900,44.0833,4.08333,0,0,3,4,7,32,0,14,0
9267,6132,43.6833,4.43333,0,0,3,4,7,69,0,14,0
3891,3647,44.0167,1.35,0,0,3,4,7,62,0,14,0
3891,3647,44.0167,1.35,0,0,3,4,7,64,0,14,0
18057,4381,48.8283,2.3627,2,0,3,4,2,31,0,11,0
18304,4386,48.8925,2.3444,0,0,3,4,7,41,0,7,0
18304,4386,48.8925,2.3444,0,0,3,4,7,44,0,7,0
19104,4388,48.8632,2.4001,0,0,3,1,7,40,0,14,0
19104,4388,48.8632,2.4001,2,0,3,1,7,18,0,11,0
19242,4388,48.8632,2.4001,0,0,2,1,7,62,0,14,0
19242,4388,48.8632,2.4001,0,0,2,1,7,43,0,14,0
19242,4388,48.8632,2.4001,0,0,2,1,7,51,0,14,0
19242,4388,48.8632,2.4001,0,0,2,1,7,44,0,14,0
11965,1633,41.8714,8.96362,0,0,3,4,7,70,0,14,0
11965,1633,41.8714,8.96362,0,0,3,4,7,48,0,14,0
9992,6247,49.1333,6.2,0,0,6,4,6,29,0,14,0
9872,6593,43.8833,-0.516667,0,0,3,4,7,52,0,14,0
11662,2836,44.0333,-1.25,0,0,3,4,7,50,0,14,0
10625,1057,46.1833,6.23333,0,0,3,4,7,40,0,14,0
830,3256,43.2901,5.3751,0,0,3,1,7,35,0,7,0
150,3261,43.3006,5.4004,2,0,3,1,7,29,0,11,0
13217,6200,43.3833,-1.66667,0,0,6,4,6,28,0,14,0
15418,1983,43.3,-0.383333,0,0,3,4,7,29,0,14,0
15418,1983,43.3,-0.383333,0,0,3,4,7,31,0,14,0
9325,952,48.1833,6.45,0,0,3,1,7,19,1,14,0
9325,952,48.1833,6.45,0,0,3,1,7,44,0,14,0
13998,1403,49.0833,1.6,0,0,3,4,7,91,0,7,0
15113,1345,49.5667,2.21667,0,0,3,4,7,34,0,14,0
15113,1345,49.5667,2.21667,0,0,3,4,7,3,1,12,0
15113,1345,49.5667,2.21667,0,0,3,4,7,5,2,12,0
3318,3260,43.2449,5.3993,0,0,3,4,7,46,0,14,0
3318,3260,43.2449,5.3993,0,0,3,4,7,42,0,14,0
4867,2519,48.0,0.2,4,0,3,4,7,31,0,14,0
8265,1631,48.9833,2.35,0,0,3,4,7,41,0,14,0
7941,5496,48.6,7.75,0,0,5,4,7,55,0,14,0
10891,3741,48.9833,2.18333,0,0,3,4,7,59,0,14,0
10891,3741,48.9833,2.18333,0,0,3,4,7,46,0,14,0
15478,5647,43.0934,5.83945,0,0,3,4,7,18,1,14,0
15478,5647,43.0934,5.83945,0,0,3,4,7,17,2,14,0
15478,5647,43.0934,5.83945,0,0,3,4,7,18,0,14,0
14710,7138,43.1167,5.93333,0,0,3,4,7,77,0,7,0
14710,7138,43.1167,5.93333,4,0,3,4,7,27,0,7,0
16972,5647,43.0934,5.83945,0,0,3,4,7,37,0,14,0
16972,5647,43.0934,5.83945,0,0,3,4,7,64,0,14,0
16972,5647,43.0934,5.83945,0,0,3,4,7,71,0,14,0
1505,3037,45.7369,4.8925,4,0,3,1,7,55,0,14,0
1505,3037,45.7369,4.8925,0,0,3,1,7,22,0,14,0
3506,483,49.6509,2.04917,0,0,3,4,7,41,0,14,0
20231,4383,48.8412,2.3002,0,0,3,4,7,42,0,14,0
20355,4381,48.8283,2.3627,0,0,3,4,7,56,0,14,0
20766,4384,48.86,2.262,0,0,3,4,7,43,0,14,0
21646,4369,48.8626,2.3364,0,0,3,4,7,54,0,7,0
21689,4382,48.8296,2.3267,0,0,7,4,7,27,0,7,0
21877,4388,48.8632,2.4001,0,0,3,1,7,26,0,14,0
21877,4388,48.8632,2.4001,0,0,3,1,7,61,0,14,0
22079,4376,48.8722,2.3124,0,0,3,4,7,49,0,14,0
22079,4376,48.8722,2.3124,0,0,3,4,7,28,0,14,0
12998,3647,44.0167,1.35,0,0,3,1,7,20,0,14,0
14049,3647,44.0167,1.35,0,0,4,4,6,40,0,14,0
12368,6545,43.7333,-1.05,0,0,3,1,7,28,0,14,0
12368,6545,43.7333,-1.05,0,0,3,1,7,36,0,14,0
13639,4246,47.9167,1.9,0,0,3,4,7,22,0,14,0
15770,3647,44.0167,1.35,0,0,3,4,7,29,0,14,0
2306,3772,43.6,3.88333,0,0,5,1,6,20,0,14,0
2306,3772,43.6,3.88333,0,0,5,1,6,43,0,14,0
3282,3772,43.6,3.88333,0,0,3,1,7,23,0,14,0
3282,3772,43.6,3.88333,0,0,3,1,7,23,1,7,0
3282,3772,43.6,3.88333,0,0,3,1,7,21,0,14,0
8045,2519,48.0,0.2,2,0,3,3,7,23,0,11,0
8045,2519,48.0,0.2,2,0,3,3,7,23,0,11,0
8045,2519,48.0,0.2,2,0,3,3,7,32,0,11,0
8045,2519,48.0,0.2,2,0,3,3,7,23,0,11,0
10711,2623,45.2,5.86667,0,0,3,4,7,61,0,14,0
11444,5054,45.3333,5.48333,0,0,3,4,7,34,0,14,0
11444,5054,45.3333,5.48333,4,0,3,4,7,46,0,14,0
13549,2519,48.0,0.2,0,0,3,4,7,32,0,0,0
13549,2519,48.0,0.2,0,0,3,4,7,54,0,14,0
13549,2519,48.0,0.2,0,0,3,4,7,53,0,14,0
16673,2450,48.0667,-0.766667,0,0,3,4,7,19,0,14,0
13622,4078,43.8333,4.35,0,0,3,4,7,63,0,14,0
13622,4078,43.8333,4.35,0,0,3,4,7,72,0,14,0
14439,4078,43.8333,4.35,0,0,3,4,7,75,0,14,0
10937,7235,49.3333,5.93333,0,0,3,4,7,20,1,14,0
10937,7235,49.3333,5.93333,0,0,3,4,7,37,0,14,0
10937,7235,49.3333,5.93333,0,0,3,4,7,33,0,14,0
10937,7235,49.3333,5.93333,0,0,3,4,7,60,1,14,0
17755,2519,48.0,0.2,0,0,3,4,7,24,0,14,0
17755,2519,48.0,0.2,0,0,3,4,7,23,1,14,0
17755,2519,48.0,0.2,0,0,3,4,7,24,0,0,0
11184,5039,49.25,4.03333,0,0,3,4,7,86,0,14,0
11324,5039,49.25,4.03333,0,0,3,4,7,41,0,7,0
4452,383,49.3833,2.58333,0,0,5,4,6,48,0,14,0
5189,398,49.2667,2.36667,0,0,3,1,7,25,0,7,0
9013,3979,43.1833,3.0,0,0,3,4,7,35,0,14,0
9013,3979,43.1833,3.0,0,0,3,4,7,59,0,14,0
8554,4030,48.6167,6.1,0,0,3,4,7,39,0,14,0
8554,4030,48.6167,6.1,0,0,3,4,7,72,0,8,0
2601,7234,48.9833,2.0,0,0,3,1,7,22,0,14,0
3901,476,48.9833,2.1,0,0,3,4,7,49,0,14,0
3901,476,48.9833,2.1,0,0,3,4,7,42,0,14,0
3434,7543,48.9667,1.98333,0,0,3,4,7,44,0,14,0
16898,1363,42.6581,9.41445,0,0,3,4,7,63,0,14,0
18684,4461,42.6833,2.88333,0,0,3,4,7,65,0,14,0
11533,5264,45.6333,-1.03333,0,0,3,4,7,66,0,14,0
13925,4220,50.15,1.96667,0,0,3,4,7,41,0,14,0
13925,4220,50.15,1.96667,0,0,3,4,7,25,0,14,0
14026,6519,45.6333,-1.08333,0,0,3,1,7,58,0,7,0
14026,6519,45.6333,-1.08333,0,0,3,1,7,35,0,14,0
15469,6912,48.5833,7.75,0,0,3,4,7,27,0,14,0
15469,6912,48.5833,7.75,0,0,3,4,7,37,0,14,0
15837,6912,48.5833,7.75,0,0,5,4,7,48,0,14,0
15837,6912,48.5833,7.75,0,0,5,4,7,46,0,14,0
16026,5400,47.95,1.88333,0,0,5,4,6,33,1,14,0
16026,5400,47.95,1.88333,0,0,5,4,6,29,0,14,0
16026,5400,47.95,1.88333,0,0,5,4,6,32,2,14,0
12588,3672,46.75,4.45,0,0,3,4,7,24,0,14,0
12588,3672,46.75,4.45,0,0,3,4,7,83,0,14,0
16973,27,43.4333,-1.58333,0,0,3,4,7,22,0,14,0
16973,27,43.4333,-1.58333,0,0,3,4,7,47,0,14,0
6292,3772,43.6,3.88333,0,0,3,4,7,73,0,14,0
6292,3772,43.6,3.88333,0,0,3,4,7,41,0,14,0
4959,3772,43.6,3.88333,0,0,6,4,7,24,0,14,0
4959,3772,43.6,3.88333,0,0,6,4,7,20,0,14,0
5144,3772,43.6,3.88333,0,0,3,4,7,38,0,14,0
5144,3772,43.6,3.88333,0,0,3,4,7,62,0,14,0
19148,4159,49.5833,3.0,0,0,3,4,7,34,0,14,0
19148,4159,49.5833,3.0,2,0,3,4,7,16,0,11,0
6244,2666,48.8167,1.98333,0,0,5,4,6,41,0,14,0
