date,ville,latitude,longitude,descr_cat_veh,descr_agglo,descr_athmo,descr_lum,descr_etat_surf,age,place,descr_dispo_secu,descr_grav
2681,4461,42.6833,2.88333,0,0,3,4,7,46,0,14,0
3388,4461,42.6833,2.88333,0,0,3,0,7,36,0,14,0
11157,4386,48.8925,2.3444,0,0,3,4,7,46,0,14,0
11158,4379,48.8584,2.3795,0,0,3,4,7,45,0,7,0
11172,4375,48.8567,2.3208,0,0,3,4,7,66,0,14,0
11185,4382,48.8296,2.3267,0,0,3,4,7,70,0,14,0
11205,4377,48.876,2.3375,0,0,3,4,7,32,0,7,0
11209,4383,48.8412,2.3002,0,0,3,4,7,59,0,7,0
11211,4384,48.86,2.262,0,0,3,4,7,53,0,14,0
11213,4384,48.86,2.262,0,0,3,4,7,25,0,7,0
11247,4379,48.8584,2.3795,0,0,6,4,7,37,0,14,0
11248,4384,48.86,2.262,0,0,3,4,7,44,0,7,0
11270,4383,48.8412,2.3002,1,0,3,4,7,48,0,7,0
11272,4382,48.8296,2.3267,0,0,3,4,7,36,0,14,0
11300,4384,48.86,2.262,0,0,3,4,7,62,0,14,0
11307,4385,48.8872,2.3075,0,0,3,1,7,39,0,14,0
11317,4383,48.8412,2.3002,0,0,3,4,7,41,0,14,0
11342,4379,48.8584,2.3795,0,0,3,4,7,48,0,14,0
11344,4372,48.8566,2.3522,0,0,6,4,7,34,0,8,0
11363,4380,48.8352,2.4458,0,0,3,4,7,71,0,14,0
11595,4372,48.8566,2.3522,2,0,3,1,7,20,0,11,0
11602,4373,48.8448,2.3551,0,0,3,1,7,25,0,14,0
11605,4380,48.8352,2.4458,0,0,3,0,7,22,0,14,0
11656,4371,48.8637,2.359,0,0,3,4,7,51,0,14,0
11656,4371,48.8637,2.359,2,0,3,4,7,20,0,11,0
11679,4382,48.8296,2.3267,0,0,3,0,7,26,0,7,0
11458,4386,48.8925,2.3444,0,0,3,4,7,38,0,7,0
11461,4386,48.8925,2.3444,0,0,3,0,7,46,0,14,0
10322,4381,48.8283,2.3627,4,0,3,4,7,42,0,7,0
10323,4379,48.8584,2.3795,0,0,6,4,7,29,0,14,0
10324,4379,48.8584,2.3795,0,0,3,4,7,58,0,14,0
10328,4375,48.8567,2.3208,0,0,6,4,7,30,0,14,0
10342,4386,48.8925,2.3444,0,0,3,4,6,58,0,14,0
10347,4387,48.8817,2.3834,0,0,5,4,6,33,0,7,0
10220,4381,48.8283,2.3627,0,0,5,4,6,57,0,14,0
10221,4384,48.86,2.262,0,0,5,4,6,43,0,14,0
10239,4372,48.8566,2.3522,0,0,3,4,7,38,0,14,0
10270,4373,48.8448,2.3551,0,0,5,0,6,67,0,14,0
10278,4379,48.8584,2.3795,0,0,5,4,6,26,0,14,0
10503,4375,48.8567,2.3208,0,0,6,4,6,59,0,14,0
10503,4375,48.8567,2.3208,0,0,6,4,6,25,0,7,0
10550,4386,48.8925,2.3444,0,0,3,4,7,38,0,7,0
10583,4380,48.8352,2.4458,1,0,3,4,7,42,0,14,0
10598,4371,48.8637,2.359,0,0,3,4,7,36,0,14,0
10599,4371,48.8637,2.359,0,0,3,4,7,45,0,14,0
10608,4381,48.8283,2.3627,0,0,3,4,7,25,0,14,0
10610,4376,48.8722,2.3124,0,0,3,4,7,29,0,14,0
10610,4376,48.8722,2.3124,0,0,3,4,7,36,0,7,0
10612,4382,48.8296,2.3267,0,0,3,4,7,32,0,14,0
10612,4382,48.8296,2.3267,0,0,3,4,7,26,0,14,0
10630,4385,48.8872,2.3075,4,0,3,4,7,32,0,7,0
10638,4382,48.8296,2.3267,1,0,3,4,7,34,0,14,0
10669,4382,48.8296,2.3267,0,0,3,4,7,40,0,7,0
10672,4371,48.8637,2.359,1,0,3,4,7,31,0,7,0
10681,4380,48.8352,2.4458,0,0,3,4,7,36,0,7,0
10681,4380,48.8352,2.4458,2,0,3,4,7,19,0,3,0
10685,4380,48.8352,2.4458,0,0,3,4,7,35,0,7,0
10724,4381,48.8283,2.3627,0,0,3,1,7,35,0,7,0
10415,4380,48.8352,2.4458,0,0,3,4,7,26,0,7,0
10435,4384,48.86,2.262,0,0,3,4,7,44,0,14,0
10441,4387,48.8817,2.3834,0,0,3,4,7,63,0,14,0
10442,4385,48.8872,2.3075,0,0,5,4,6,22,0,14,0
10445,4380,48.8352,2.4458,0,0,5,4,6,71,0,14,0
10449,4378,48.8761,2.3602,0,0,3,4,6,23,0,14,0
10463,4381,48.8283,2.3627,0,0,3,4,7,48,0,14,0
10835,4369,48.8626,2.3364,6,0,3,1,7,22,0,3,0
10838,4384,48.86,2.262,0,0,3,1,7,33,0,7,0
10838,4384,48.86,2.262,0,0,3,1,7,31,0,14,0
10839,4384,48.86,2.262,0,0,3,1,7,21,0,7,0
11070,4379,48.8584,2.3795,0,0,3,1,7,26,0,7,0
11097,4380,48.8352,2.4458,0,0,3,4,7,28,0,7,0
11104,4388,48.8632,2.4001,0,0,3,4,7,28,0,14,0
11115,4384,48.86,2.262,0,0,3,4,7,31,0,14,0
10986,4384,48.86,2.262,0,0,3,1,7,28,0,14,0
11731,4381,48.8283,2.3627,0,0,3,4,7,31,0,7,0
11740,4387,48.8817,2.3834,0,0,3,4,7,67,0,14,0
11766,4378,48.8761,2.3602,0,0,3,1,7,34,0,14,0
11495,4386,48.8925,2.3444,0,0,3,4,7,38,0,7,0
11577,4381,48.8283,2.3627,0,0,3,4,7,40,0,14,0
11508,4388,48.8632,2.4001,0,0,3,4,7,25,0,14,0
11509,4379,48.8584,2.3795,0,0,3,4,7,43,0,7,0
11519,4384,48.86,2.262,4,0,3,4,7,44,0,14,0
11519,4384,48.86,2.262,0,0,3,4,7,21,0,14,0
11525,4379,48.8584,2.3795,0,0,3,4,7,35,0,14,0
11540,4379,48.8584,2.3795,0,0,3,4,7,42,0,14,0
11542,4377,48.876,2.3375,0,0,3,4,7,37,0,7,0
11542,4377,48.876,2.3375,2,0,3,4,7,26,0,3,0
10943,4376,48.8722,2.3124,0,0,3,4,7,42,0,14,0
10913,4379,48.8584,2.3795,0,0,3,4,7,43,0,14,0
10929,4369,48.8626,2.3364,4,0,3,4,7,75,0,14,0
10953,4380,48.8352,2.4458,0,0,3,4,7,24,0,7,0
10980,4375,48.8567,2.3208,0,0,3,1,7,40,0,7,0
10727,4376,48.8722,2.3124,0,0,3,0,7,54,0,7,0
10729,4378,48.8761,2.3602,0,0,3,4,7,39,0,14,0
10732,4386,48.8925,2.3444,0,0,3,4,7,37,0,14,0
10737,4382,48.8296,2.3267,1,0,3,4,7,39,0,7,0
10743,4384,48.86,2.262,0,0,3,4,7,28,0,14,0
10745,4388,48.8632,2.4001,0,0,3,4,7,53,0,14,0
10753,4387,48.8817,2.3834,0,0,3,4,7,32,0,14,0
10783,4377,48.876,2.3375,0,0,3,4,7,29,0,14,0
10798,4387,48.8817,2.3834,4,0,3,4,7,26,0,14,0
10798,4383,48.8412,2.3002,0,0,3,4,7,37,0,14,0
10822,4372,48.8566,2.3522,2,0,3,1,7,27,0,3,0
9311,4374,48.8493,2.3324,0,0,3,1,7,18,0,14,0
9311,4374,48.8493,2.3324,0,0,3,1,7,47,0,14,0
9328,4371,48.8637,2.359,0,0,3,4,7,50,0,14,0
9334,4378,48.8761,2.3602,0,0,3,4,7,34,0,14,0
9341,4378,48.8761,2.3602,0,0,3,4,7,36,0,14,0
4030,6795,47.65,-1.5,0,1,3,4,7,86,0,14,3
6382,7610,43.4167,6.43333,0,1,3,4,7,94,0,7,3
5751,2192,46.1333,1.95,0,1,3,4,7,79,0,14,3
6518,254,48.9583,4.36667,0,1,3,4,7,76,0,14,3
5164,570,48.9833,4.51667,0,1,3,4,7,80,0,14,3
5740,3762,48.8667,3.53333,3,1,3,4,7,73,0,8,3
4938,5670,48.9833,4.58333,0,1,6,3,6,30,0,7,3
2903,4778,49.35,1.91667,0,1,5,3,6,50,0,14,3
5661,1547,49.4833,2.68333,0,1,3,4,7,86,0,14,3
5393,6798,46.5167,-1.38333,2,1,3,4,7,22,0,11,3
8013,5893,44.8,3.28333,0,1,2,4,0,57,0,7,3
1073,3772,43.6,3.88333,2,0,3,4,7,23,0,11,3
5897,3788,47.5284,-0.611944,2,0,3,4,7,30,0,11,3
5848,4396,46.65,-0.25,2,0,3,4,7,41,0,11,3
1065,6485,48.6333,6.3,6,0,3,4,7,59,0,4,2
2395,7778,48.6667,6.15,0,0,5,0,6,51,0,14,2
2561,2467,48.6833,6.15,0,0,3,4,6,21,2,14,2
4189,7392,48.65,6.18333,2,0,3,4,7,18,0,4,2
3394,1927,48.6667,6.21667,2,0,3,2,7,23,0,11,2
3882,7788,49.4667,5.93333,0,0,3,4,7,33,2,14,2
3667,2577,45.0442,3.88583,2,0,3,1,7,18,0,11,2
1489,584,48.75,4.56667,0,0,3,1,7,55,0,7,2
3636,4723,49.35,0.516667,2,0,6,0,6,17,0,11,2
3393,2181,46.1667,-1.15,2,0,3,1,7,22,0,11,2
6038,6407,46.7333,0.316667,0,0,7,4,7,35,0,14,2
3312,4454,45.1833,0.716667,2,0,3,4,7,79,0,11,2
2260,2450,48.0667,-0.766667,2,0,3,1,7,18,0,11,2
3698,6735,43.7742,1.68639,0,0,7,4,7,62,0,14,2
3698,6735,43.7742,1.68639,2,0,7,4,7,31,0,11,2
3033,946,49.05,3.95,2,0,6,0,7,16,1,11,2
3256,5516,46.6167,-0.416667,2,0,3,4,7,15,0,11,2
5001,1076,49.0167,1.15,2,0,3,4,7,27,0,11,2
2224,762,47.3167,5.01667,2,0,3,4,7,26,0,11,2
1613,513,43.65,1.33333,0,1,5,4,6,79,0,14,2
3360,5325,48.4167,1.88333,0,1,3,4,7,54,0,14,2
3721,4892,48.3667,1.63333,2,1,3,4,7,25,0,14,2
4400,5451,47.2667,-0.083333,6,1,3,4,7,67,0,4,2
4453,6751,43.9333,4.08333,0,1,5,4,6,22,0,14,2
700,6333,48.35,3.7,0,1,1,4,7,84,0,14,2
2633,1301,48.2333,4.63333,0,1,4,4,6,65,0,14,2
2881,4572,48.57,3.96834,0,1,3,4,7,42,0,14,2
4269,2940,46.8,-0.166667,0,1,6,4,7,82,0,14,2
5989,2201,43.1,5.88333,2,1,3,4,7,43,0,11,2
4202,2552,42.4667,2.86667,2,1,3,3,7,45,0,11,2
4202,2552,42.4667,2.86667,2,1,3,3,7,51,0,11,2
2785,2562,49.5,2.31667,2,1,3,3,7,23,0,11,2
6587,7494,49.4167,2.8,0,1,3,4,7,43,0,14,2
5661,1547,49.4833,2.68333,0,1,3,4,7,83,1,14,2
6037,4461,42.6833,2.88333,2,1,3,4,7,46,0,11,2
4844,7083,42.6333,2.75,0,1,3,4,7,77,0,14,2
5982,7477,46.6833,-1.51667,0,1,3,4,7,45,0,14,2
5982,7477,46.6833,-1.51667,0,1,3,4,7,26,0,14,2
6916,2862,46.6167,-0.7,0,1,3,3,7,27,0,8,2
6916,2862,46.6167,-0.7,2,1,3,3,7,17,0,11,2
2133,3583,44.0333,0.366667,0,1,3,4,7,43,0,7,2
1179,7750,44.4,0.716667,2,1,3,0,7,22,0,3,2
2675,4350,47.1,0.466667,0,1,3,4,7,34,0,14,2
3538,5452,47.6,0.966667,0,1,3,4,7,28,0,14,2
3888,5143,44.8,1.63333,0,1,3,4,7,58,0,14,2
6043,2450,48.0667,-0.766667,0,1,3,4,7,79,0,14,2
2426,5075,46.6333,5.6,0,1,1,4,6,81,0,14,2
3782,2620,46.7,5.91667,0,1,1,4,6,41,0,14,2
3633,6319,46.8167,5.63333,0,1,3,4,7,70,0,14,2
7550,937,46.65,5.96667,2,1,3,4,7,49,0,11,2
1008,4444,47.9667,3.83333,0,1,6,0,6,56,0,14,2
1319,2997,43.6833,4.13333,6,0,5,1,6,64,0,2,2
1073,3772,43.6,3.88333,2,0,3,4,7,21,4,11,2
1911,1350,43.45,3.75,2,0,3,4,7,18,0,11,2
5920,5057,48.15,4.85,2,0,3,4,7,16,0,11,2
4324,5978,48.6333,4.95,2,0,3,4,7,23,0,11,2
1857,2036,43.6667,1.48333,0,0,5,1,6,34,0,14,2
855,2413,47.7,-3.38333,0,0,3,1,7,46,1,14,2
1995,2915,47.75,-3.36667,2,0,5,4,6,18,0,11,2
1829,7394,47.6667,-2.75,2,0,3,4,7,30,0,11,2
3824,7571,47.1667,-1.48333,2,0,3,4,7,61,0,11,2
2708,3972,47.2167,-1.55,2,0,5,1,6,19,0,11,2
3022,3972,47.2167,-1.55,2,0,3,4,7,43,0,11,2
4765,432,45.7,-0.333333,2,0,3,4,7,28,0,11,2
2509,5450,44.125,3.75833,0,0,3,4,7,1,4,12,2
2343,6660,48.7667,1.25,0,0,2,4,3,46,0,14,2
5164,5451,47.2667,-0.083333,2,0,3,4,7,38,0,11,2
5829,4078,43.8333,4.35,2,0,3,4,7,52,0,11,2
6289,4078,43.8333,4.35,0,0,3,4,7,46,0,0,2
6033,4078,43.8333,4.35,0,0,3,4,7,64,0,7,2
4426,4078,43.8333,4.35,2,0,3,0,7,24,0,11,2
6110,4078,43.8333,4.35,0,0,3,4,7,20,0,8,2
4633,5866,44.2773,4.1975,2,0,3,4,7,34,0,11,2
1637,3733,48.2306,4.30584,0,0,3,4,7,66,0,14,2
820,439,48.2667,4.8,0,0,7,4,7,40,0,14,2
820,439,48.2667,4.8,0,0,7,4,7,67,1,14,2
2452,7176,48.4167,3.45,0,0,0,1,6,22,0,7,2
2452,7176,48.4167,3.45,0,0,0,1,6,23,1,7,2
2749,5904,48.4333,4.46667,0,0,5,4,6,42,0,8,2
6558,2544,48.3667,3.9,0,0,3,1,7,60,0,8,2
5318,3733,48.2306,4.30584,2,0,3,4,7,15,0,11,2
5689,440,48.25,4.8,2,0,3,1,7,47,0,11,2
6608,1301,48.2333,4.63333,2,0,3,4,7,42,0,11,2
6523,0,46.2917,-0.283333,2,0,5,4,6,41,0,11,2
6132,4079,46.3167,-0.466667,2,0,3,4,7,16,0,11,2
6454,2999,48.6,6.5,6,0,3,4,7,10,0,0,2
5754,7371,49.2,5.91667,2,0,3,4,7,17,0,11,2
5858,2218,43.1333,5.98333,2,0,3,4,7,23,0,11,2
6597,2201,43.1,5.88333,2,0,5,4,6,17,1,1,2
4667,2201,43.1,5.88333,2,0,3,1,7,17,0,11,2
4873,7138,43.1167,5.93333,2,0,3,1,7,24,0,11,2
6366,5647,43.0934,5.83945,2,0,3,4,7,53,0,11,2
3388,4461,42.6833,2.88333,2,0,3,0,7,33,0,11,2
11211,4384,48.86,2.262,2,0,3,4,7,36,0,11,2
11300,4384,48.86,2.262,2,0,3,4,7,48,0,11,2
11461,4386,48.8925,2.3444,2,0,3,0,7,43,0,11,2
10583,4380,48.8352,2.4458,2,0,3,4,7,51,0,11,2
10712,4378,48.8761,2.3602,2,0,3,4,7,31,0,11,2
10839,4384,48.86,2.262,2,0,3,1,7,32,0,11,2
10743,4384,48.86,2.262,2,0,3,4,7,51,0,11,2
1223,3919,48.4833,6.56667,2,0,4,4,6,17,0,11,1
1221,3967,48.6833,6.2,0,0,5,4,6,22,0,14,1
1221,3967,48.6833,6.2,0,0,5,4,6,20,1,14,1
1553,3967,48.6833,6.2,2,0,3,4,7,26,0,11,1
1689,3967,48.6833,6.2,0,0,3,4,7,24,0,14,1
2420,7392,48.65,6.18333,0,0,3,4,6,55,0,14,1
2561,2467,48.6833,6.15,0,0,3,4,6,23,0,14,1
2561,2467,48.6833,6.15,0,0,3,4,6,21,0,14,1
2816,1746,48.65,6.2,0,0,3,0,7,54,0,14,1
2871,3967,48.6833,6.2,5,0,3,4,7,29,2,2,1
2871,3967,48.6833,6.2,5,0,3,4,7,28,2,0,1
3201,2467,48.6833,6.15,0,0,5,1,7,19,1,14,1
4110,7778,48.6667,6.15,6,0,3,4,7,33,0,4,1
3946,7113,48.6833,6.21667,0,0,3,4,7,24,0,14,1
3950,2467,48.6833,6.15,0,0,3,4,7,52,0,14,1
3984,7113,48.6833,6.21667,2,0,3,4,7,18,0,11,1
1695,5039,49.25,4.03333,2,0,3,4,7,35,0,11,1
3599,2541,45.8667,1.31667,0,0,3,1,7,30,0,14,1
3089,1076,49.0167,1.15,4,0,3,4,7,42,4,0,1
3089,1076,49.0167,1.15,4,0,3,4,7,32,7,0,1
3089,1076,49.0167,1.15,4,0,3,4,7,49,6,0,1
3089,1076,49.0167,1.15,4,0,3,4,7,26,4,0,1
2755,5149,45.9333,-0.983333,6,0,5,4,6,12,0,13,1
3178,2181,46.1667,-1.15,2,0,3,0,7,28,0,11,1
3951,2289,46.1833,-1.13333,2,0,3,4,7,21,0,11,1
4825,4692,46.5833,0.333333,2,0,3,4,7,16,0,11,1
4862,4692,46.5833,0.333333,2,0,3,4,7,43,0,11,1
5933,4692,46.5833,0.333333,0,0,3,4,7,58,3,14,1
5933,4692,46.5833,0.333333,0,0,3,4,7,27,0,14,1
4810,4692,46.5833,0.333333,0,0,3,1,7,18,1,14,1
4810,4692,46.5833,0.333333,0,0,3,1,7,21,0,14,1
5667,5848,46.55,0.333333,2,0,3,4,7,20,0,11,1
6081,4692,46.5833,0.333333,2,0,3,4,7,44,0,11,1
5258,4692,46.5833,0.333333,0,0,5,0,6,23,1,14,1
5258,4692,46.5833,0.333333,0,0,5,0,6,23,0,14,1
5258,4692,46.5833,0.333333,0,0,5,0,6,29,0,14,1
3246,4454,45.1833,0.716667,2,0,3,4,7,63,0,11,1
1622,338,48.1167,5.13333,0,0,4,4,6,30,1,14,1
1622,338,48.1167,5.13333,0,0,4,4,6,29,0,14,1
2480,1675,46.25,6.48333,2,0,3,4,7,20,0,11,1
4674,3336,43.5,2.4,0,0,3,1,7,20,1,14,1
4674,3336,43.5,2.4,0,0,3,1,7,20,2,14,1
4674,3336,43.5,2.4,0,0,3,1,7,19,0,14,1
4674,3336,43.5,2.4,0,0,3,1,7,17,3,14,1
4340,3336,43.5,2.4,2,0,3,1,7,25,0,11,1
4161,811,49.2333,4.41667,2,0,3,4,7,31,0,11,1
3033,946,49.05,3.95,2,0,6,0,7,46,0,11,1
2498,7079,46.9667,-0.216667,2,0,3,4,7,17,0,11,1
5505,1076,49.0167,1.15,2,0,3,4,7,17,0,11,1
6464,1076,49.0167,1.15,0,0,3,4,7,34,0,14,1
177,762,47.3167,5.01667,6,0,3,4,7,25,0,11,1
695,762,47.3167,5.01667,0,0,1,4,6,22,0,14,1
402,6953,47.3167,5.0,0,0,3,4,7,51,0,14,1
559,762,47.3167,5.01667,0,0,3,4,6,38,0,14,1
559,762,47.3167,5.01667,0,0,3,4,6,51,0,14,1
958,762,47.3167,5.01667,0,0,6,4,7,35,0,14,1
449,762,47.3167,5.01667,0,0,3,1,7,26,0,14,1
1196,762,47.3167,5.01667,0,0,3,1,7,29,0,14,1
1196,762,47.3167,5.01667,0,0,3,1,7,59,0,14,1
1402,1631,48.9833,2.35,0,0,3,3,6,55,0,14,1
1402,1631,48.9833,2.35,2,0,3,3,6,27,0,4,1
239,3772,43.6,3.88333,0,0,3,4,7,27,0,14,1
3695,338,48.1167,5.13333,0,1,3,4,7,40,1,14,1
813,7141,43.6,1.43333,0,1,3,4,7,43,0,14,1
813,7141,43.6,1.43333,0,1,3,4,7,32,1,14,1
2260,7141,43.6,1.43333,0,1,3,1,7,55,0,14,1
4030,6795,47.65,-1.5,0,1,3,4,7,53,0,14,1
3504,4611,47.7333,-3.43333,6,1,3,4,7,18,0,1,1
3710,3003,48.7167,1.4,0,1,3,4,7,58,0,14,1
4925,5451,47.2667,-0.083333,0,1,3,4,7,74,1,14,1
4226,6565,47.4,-0.05,2,1,3,3,7,17,0,11,1
6362,4078,43.8333,4.35,0,1,3,4,7,39,0,14,1
5070,4078,43.8333,4.35,2,1,3,4,7,33,0,3,1
2581,2082,48.45,3.65,0,1,3,4,7,62,0,14,1
4410,605,48.3333,4.13333,0,1,3,4,7,48,0,14,1
4410,605,48.3333,4.13333,0,1,3,4,7,52,1,14,1
5397,2201,43.1,5.88333,2,1,3,4,7,21,0,11,1
6518,254,48.9583,4.36667,1,1,3,4,7,29,0,14,1
2903,4778,49.35,1.91667,0,1,5,3,6,31,0,14,1
7300,5724,46.8,-1.91667,0,1,5,4,6,55,0,14,1
835,5496,48.6,7.75,0,1,3,1,7,47,1,14,1
900,6912,48.5833,7.75,0,1,2,4,6,45,0,14,1
1351,7750,44.4,0.716667,2,1,5,0,6,44,0,11,1
1351,7750,44.4,0.716667,2,1,5,0,6,23,0,11,1
3782,2620,46.7,5.91667,0,1,1,4,6,33,0,14,1
2247,7288,43.3583,-1.7,0,1,3,4,7,81,0,14,1
245,3772,43.6,3.88333,2,0,3,4,7,35,0,11,1
571,4457,43.5667,3.95,0,0,3,4,7,23,0,14,1
786,3772,43.6,3.88333,6,0,3,4,7,54,0,2,1
830,3772,43.6,3.88333,2,0,3,1,7,37,0,11,1
321,3772,43.6,3.88333,2,0,3,1,7,19,0,11,1
2042,3772,43.6,3.88333,2,0,3,4,7,23,0,11,1
2192,3772,43.6,3.88333,2,0,3,1,7,28,0,11,1
1546,3772,43.6,3.88333,2,0,3,4,7,18,0,3,1
2097,3772,43.6,3.88333,2,0,3,1,7,36,0,11,1
2846,338,48.1167,5.13333,6,0,5,4,6,16,0,11,1
6370,5978,48.6333,4.95,0,0,3,4,7,41,0,7,1
4310,5978,48.6333,4.95,0,0,3,4,7,57,0,14,1
1857,2036,43.6667,1.48333,0,0,5,1,6,22,0,14,1
1365,6044,43.1167,0.733333,2,0,3,4,7,28,0,11,1
265,7149,43.5833,1.35,2,0,3,1,7,25,0,11,1
1872,7149,43.5833,1.35,6,0,3,4,7,38,0,6,1
46,7141,43.6,1.43333,2,0,3,1,7,30,0,11,1
257,7141,43.6,1.43333,6,0,3,1,7,28,0,13,1
1935,7141,43.6,1.43333,0,0,3,1,7,38,0,14,1
1935,7141,43.6,1.43333,0,0,3,1,7,36,2,14,1
1935,7141,43.6,1.43333,0,0,3,1,7,33,0,14,1
362,7141,43.6,1.43333,0,0,3,4,7,37,1,14,1
362,7141,43.6,1.43333,0,0,3,4,7,44,3,14,1
362,7141,43.6,1.43333,0,0,3,4,7,42,0,14,1
233,7141,43.6,1.43333,0,0,3,4,7,55,0,14,1
1863,7141,43.6,1.43333,0,0,5,1,6,20,0,14,1
545,7141,43.6,1.43333,2,0,1,1,6,35,0,11,1
790,7141,43.6,1.43333,2,0,3,4,7,33,0,11,1
1274,2915,47.75,-3.36667,6,0,5,1,6,52,0,0,1
347,4611,47.7333,-3.43333,2,0,3,4,7,17,0,11,1
1549,2915,47.75,-3.36667,2,0,3,4,6,47,0,11,1
1184,2915,47.75,-3.36667,6,0,3,1,7,63,0,0,1
3057,6474,47.2833,-2.2,6,0,3,0,7,23,0,0,1
2330,4268,47.2667,-1.61667,2,0,3,1,7,24,0,11,1
4094,6474,47.2833,-2.2,0,0,3,4,7,21,0,14,1
3110,6141,47.2167,-1.65,2,0,3,1,7,52,0,11,1
3036,6141,47.2167,-1.65,2,0,3,4,7,39,0,11,1
4765,432,45.7,-0.333333,0,0,3,4,7,56,0,14,1
3086,2413,47.7,-3.38333,0,0,3,4,7,82,0,14,1
3086,2413,47.7,-3.38333,0,0,3,4,7,21,0,14,1
2442,2915,47.75,-3.36667,6,0,5,4,6,34,0,11,1
2467,2915,47.75,-3.36667,2,0,5,4,6,40,0,11,1
4019,2915,47.75,-3.36667,2,0,3,4,7,53,0,11,1
3658,2915,47.75,-3.36667,2,0,3,1,7,30,1,11,1
3404,7394,47.6667,-2.75,0,0,3,1,7,36,0,14,1
3404,7394,47.6667,-2.75,0,0,3,1,7,49,1,14,1
3404,7394,47.6667,-2.75,0,0,3,1,7,19,0,14,1
2955,7394,47.6667,-2.75,0,0,3,4,7,25,0,14,1
2434,7394,47.6667,-2.75,2,0,3,4,7,27,0,4,1
1555,5677,43.7833,4.08333,2,0,6,4,6,33,0,11,1
2509,5450,44.125,3.75833,0,0,3,4,7,9,3,12,1
2841,5450,44.125,3.75833,2,0,3,1,7,45,0,11,1
2635,5450,44.125,3.75833,0,0,6,4,7,61,1,14,1
2635,5450,44.125,3.75833,0,0,6,4,7,22,0,14,1
2694,5450,44.125,3.75833,0,0,6,1,7,38,0,14,1
2822,850,48.7333,1.36667,2,0,3,1,7,29,0,11,1
4390,5451,47.2667,-0.083333,2,0,3,4,7,39,0,11,1
4391,4078,43.8333,4.35,2,0,3,4,7,17,0,11,1
5829,4078,43.8333,4.35,0,0,3,4,7,21,0,14,1
5229,4078,43.8333,4.35,0,0,3,4,7,79,0,14,1
5331,4078,43.8333,4.35,0,0,3,4,7,83,0,14,1
5331,4078,43.8333,4.35,0,0,3,4,7,78,1,14,1
6110,4078,43.8333,4.35,0,0,3,4,7,32,0,14,1
1101,4428,48.4,4.41667,0,0,3,1,7,31,0,14,1
1101,4428,48.4,4.41667,0,0,3,1,7,47,1,14,1
2577,4428,48.4,4.41667,0,0,6,4,6,79,0,14,1
6626,6437,48.7,6.21667,2,0,3,4,7,57,0,11,1
6122,3967,48.6833,6.2,6,0,5,4,6,19,0,4,1
6228,2902,49.5167,5.76667,0,0,3,4,7,21,0,14,1
6221,3967,48.6833,6.2,0,0,5,4,6,52,0,14,1
4977,3967,48.6833,6.2,6,0,3,4,7,55,0,11,1
4553,3967,48.6833,6.2,0,0,5,4,6,20,0,14,1
4553,3967,48.6833,6.2,4,0,5,4,6,26,0,14,1
5580,3967,48.6833,6.2,6,0,3,4,7,10,0,4,1
6046,3967,48.6833,6.2,0,0,3,4,7,34,1,14,1
5600,7778,48.6667,6.15,2,0,3,1,7,30,0,11,1
4911,3967,48.6833,6.2,2,0,3,4,7,18,0,11,1
5267,3967,48.6833,6.2,0,0,5,1,6,33,0,14,1
5688,7392,48.65,6.18333,2,0,3,1,7,32,0,11,1
4846,2218,43.1333,5.98333,2,0,7,4,7,17,0,11,1
4513,7138,43.1167,5.93333,0,0,3,0,7,21,0,7,1
4513,7138,43.1167,5.93333,0,0,3,0,7,30,0,7,1
6553,7138,43.1167,5.93333,0,0,3,1,7,32,0,7,1
6553,7138,43.1167,5.93333,0,0,3,1,7,32,1,7,1
6553,7138,43.1167,5.93333,0,0,3,1,7,23,0,7,1
4365,2201,43.1,5.88333,2,0,3,4,7,45,0,11,1
4667,2201,43.1,5.88333,0,0,3,1,7,64,0,7,1
4738,7138,43.1167,5.93333,2,0,3,1,7,18,0,11,1
6219,6439,43.45,5.86667,2,0,3,4,7,31,0,11,1
2654,4701,42.6333,2.86667,2,0,3,4,7,16,0,11,1
2681,4461,42.6833,2.88333,2,0,3,4,7,17,0,11,1
11157,4386,48.8925,2.3444,6,0,3,4,7,53,0,3,1
11158,4379,48.8584,2.3795,2,0,3,4,7,29,0,11,1
11172,4375,48.8567,2.3208,2,0,3,4,7,41,0,11,1
11185,4382,48.8296,2.3267,2,0,3,4,7,36,0,11,1
11185,4382,48.8296,2.3267,2,0,3,4,7,36,4,11,1
11213,4384,48.86,2.262,2,0,3,4,7,48,0,3,1
11247,4379,48.8584,2.3795,2,0,6,4,7,28,0,11,1
11272,4382,48.8296,2.3267,2,0,3,4,7,38,0,11,1
11284,4379,48.8584,2.3795,2,0,3,4,7,32,0,11,1
11307,4385,48.8872,2.3075,2,0,3,1,7,23,0,11,1
11317,4383,48.8412,2.3002,2,0,3,4,7,29,0,11,1
11340,4379,48.8584,2.3795,2,0,3,4,7,28,0,11,1
11342,4379,48.8584,2.3795,2,0,3,4,7,24,0,11,1
11344,4372,48.8566,2.3522,6,0,6,4,7,56,0,3,1
11363,4380,48.8352,2.4458,2,0,3,4,7,27,0,11,1
11595,4372,48.8566,2.3522,2,0,3,1,7,30,0,11,1
11605,4380,48.8352,2.4458,6,0,3,0,7,30,0,3,1
11656,4371,48.8637,2.359,2,0,3,4,7,25,1,11,1
